"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"UR01_CP"	"UR01"	"IV01_RV1"	"IV02_01"	"TR01_01"	"TR01_01a"	"TR01_02"	"TR01_02a"	"TR01_03"	"TR01_03a"	"TR01_04"	"TR01_04a"	"TR01_05"	"TR01_05a"	"TR01_06"	"TR01_06a"	"TR01_07"	"TR01_07a"	"TR01_08"	"TR01_08a"	"TR01_09"	"TR01_09a"	"TR01_10"	"TR01_10a"	"TR01_11"	"TR01_11a"	"TR01_12"	"TR01_12a"	"TR01_13"	"TR01_13a"	"TR01_14"	"TR01_14a"	"TR01_15"	"TR01_15a"	"TR01_16"	"TR01_16a"	"DV01_01"	"DV01_01a"	"DV02_01"	"DV02_01a"	"DV03_01"	"DV04_01"	"DV05_01"	"DV05_01a"	"DV06_01"	"DV06_01a"	"DV07_01"	"DV07_02"	"DV08_01"	"DV08_02"	"DV09_01"	"DV09_02"	"DV10_01"	"DV10_02"	"DV11_01"	"DV11_02"	"DV12_01"	"DV12_02"	"DM01_01"	"DM02"	"DM03"	"DM04"	"DM05"	"DM06_01"	"DM07_01"	"DM08"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
215			"base"	"interview"	2020-07-27 11:18:12	3	34	"5f19a28d78d5b401e31c4b76"	"Forced1Forced4Forced2Forced2Forced2Forced2Forced1Forced2Forced2Forced4Forced2Forced3Forced2Forced2Forced4Forced1DV"	1	3580	1	1594	1	3365	1	971	1	1085	1	1153	1	1246	1	669	1	545	1	982	1	732	1	1328	1	746	1	597	1	622	1	402	1	3335	2	13333	18	71	2	5083	1	5481			78	28	46	82	70	41	91	60	51	23	"5f19a28d78d5b401e31c4b76"	7	2	2	3	"Polish"	"Polish"	2	98	4	7	16	2	5	14	13	7	65	15	4	8	6	13	35	28	316		2020-07-27 11:23:52	T	F	18	18	0	0	1.13	24
216			"base"	"interview"	2020-07-27 11:18:20	2	40	"5cc2510cc81349000161f019"	"Forced4Forced4Forced2Forced3Forced4Forced4Forced4Forced4Forced4Forced2Forced3Forced3Forced4Forced1Forced2Forced4DV"	1	6156	1	2172	1	4614	1	3905	1	2257	1	1266	1	1051	1	1166	1	760	1	1343	1	1352	1	965	1	727	1	3515	1	809	1	1044	1	2505	2	8718	44	68	1	2578	2	5358			56	79	50	27	31	76	38	65	50	56	"5cc2510cc81349000161f019"	14	1	2	1	"New Zealander"	"English"	1	11	14	4	9	9	26	9	11	6	26	12	3	9	3	15	9	12	188		2020-07-27 11:21:28	T	F	18	18	0	0	1.32	18
217			"base"	"interview"	2020-07-27 11:18:21	2	33	"5e1647f6f52510000a7389b6"	"Forced4Forced1Forced3Forced2Forced2Forced1Forced1Forced1Forced1Forced1Forced2Forced3Forced1Forced1Forced1Forced3DV"	1	4343	1	2002	1	1481	1	2567	1	1581	1	2618	1	1520	1	950	1	1559	1	2108	1	1764	1	2109	1	1371	1	1011	1	1262	1	1895	2	4947	1	7427	71	31	2	3069	1	5071			76	41	41	71	71	21	61	77	81	71	"5e1647f6f52510000a7389b6"	18	1	2	5	"Polish"	"Polish"	2	37	15	21	8	8	5	8	16	6	37	18	5	5	4	31	8	20	252		2020-07-27 11:22:33	T	F	18	18	0	0	1.04	8
218			"base"	"interview"	2020-07-27 11:18:21	2	48	"5bb5ddb068558a000125ab50"	"Forced2Forced1Forced4Forced4Forced4Forced4Forced4Forced2Forced4Forced3Forced3Forced2Forced4Forced4Forced4Forced3DV"	1	3608	1	2778	1	3344	1	1288	1	931	1	923	1	615	1	1178	1	761	1	1216	1	683	1	912	1	722	1	551	1	739	1	521	2	2150	1	2807	35	41	2	2830	1	8258			29	76	40	8	26	71	90	89	65	84	"5bb5ddb068558a000125ab50"	14	1	2	3	"Scottish"	"English"	1	25	19	3	7	4	16	4	14	9	30	9	2	6	3	17	8	12	188		2020-07-27 11:21:29	T	F	18	18	0	0	1.49	28
219			"base"	"interview"	2020-07-27 11:18:23	2	57	"5d847f56fbc5970001e8226e"	"Forced1Forced1Forced2Forced1Forced2Forced3Forced2Forced4Forced1Forced3Forced3Forced1Forced1Forced1Forced1Forced1DV"			-9	-1			-9	-1			-9	-1			-9	-1			-9	-1			-9	-1			-9	-1			-9	-1	1	5420	2	7625	56	52	1	6700	1	7510			61	43	46	71	48	44	66	44	53	60	"5d847f56fbc5970001e8226e"	21	1	2	5	"Polish"	"Polish"	2	34	16	20	9	9	2	23	12	9	15	11	6	8	7	12	13	18	224		2020-07-27 11:22:07	T	F	18	18	25	25	1.11	15
221			"base"	"interview"	2020-07-27 11:18:25	2	28	"5c7d81638ca9000001b53532"	"Forced4Forced2Forced2Forced4Forced4Forced3Forced4Forced4Forced4Forced4Forced3Forced2Forced1Forced3Forced4Forced4DV"	1	3256	1	5717	1	1079	1	674	1	454	1	635	1	862	1	658	1	688	1	539	1	697	1	1132	1	819	1	1093	1	734	1	518	1	7985	2	2167	5	101	1	4728	1	4148	36	21			43	21	1	82	61	81	81	81	"5c7d81638ca9000001b53532"	14	1	2	2	"British"	"English"	2	19	18	2	10	4	14	8	8	6	19	12	3	4	5	25	10	12	179		2020-07-27 11:21:24	T	F	18	18	0	0	1.41	27
222			"base"	"interview"	2020-07-27 11:18:25	3	46	"5e397eac005b3701d243d069"	"Forced4Forced2Forced1Forced2Forced1Forced3Forced2Forced4Forced4Forced2Forced2Forced2Forced1Forced2Forced2Forced2DV"	1	12940	1	5564	1	3048	1	2290	1	1405	1	2519	1	1569	1	1892	1	925	1	1374	1	1131	1	811	1	721	1	711	1	687	1	628	1	8796	2	18425	1	60	1	10068	1	9251			1	79	75	1	51	36	98	86	24	28	"5e397eac005b3701d243d069"	36	2	2	3	"uk"	"english"	1	51	120	7	22	3	18	19	25	10	28	17	9	11	11	22	20	27	316		2020-07-27 11:25:25	T	F	18	18	0	0	0.78	7
223			"base"	"interview"	2020-07-27 11:18:26	3	29	"5f0dc2d7ff430501328b2e61"	"Forced3Forced1Forced4Forced1Forced3Forced1Forced2Forced2Forced1Forced1Forced1Forced1Forced1Forced1Forced2Forced3DV"	1	209462	1	31057	1	18092	1	5031	1	7475	1	2436	1	21055	1	2570	1	10811	1	11947	1	5566	1	2227	1	2004	1	2881	1	6029	1	4501	1	5038	2	2419	1	98	1	3815	2	5243	86	31			81	41	76	81	81	31	96	96	"5f0dc2d7ff430501328b2e61"	18	2	2	3	"British"	"English"	1	52	70	79	32	224	19	6	18	4	51	23	3	9	6	36	13	18	324		2020-07-27 11:29:29	T	F	18	18	0	0	0.74	5
224			"base"	"interview"	2020-07-27 11:18:28	3	48	"5df1395f8676810557fe517f"	"Forced3Forced2Forced4Forced3Forced4Forced4Forced4Forced4Forced4Forced4Forced2Forced3Forced4Forced4Forced1Forced2DV"	1	4723	1	2728	1	31085	1	2054	1	1611	1	4844	1	1220	1	917	1	802	1	667	1	1255	1	1507	1	1349	1	759	1	3030	1	945	2	4483	1	13193	86	80	2	5356	1	7756			73	46	44	80	65	55	20	18	14	18	"5df1395f8676810557fe517f"	15	2	2	5	"Hungarian"	"Hungarian"	2	89	32	4	8	10	48	14	28	9	50	15	5	16	6	20	12	20	347		2020-07-27 11:24:54	T	F	18	18	0	0	0.81	4
225			"base"	"interview"	2020-07-27 11:18:30	3	28	"5aff33bae55f90000139f664"	"Forced4Forced2Forced3Forced1Forced4Forced4Forced4Forced4Forced2Forced3Forced3Forced4Forced4Forced4Forced4Forced2DV"	1	4887	1	4107	1	3413	1	1242	1	1833	1	967	1	1628	1	2483	1	1262	1	855	1	707	1	799	1	669	1	603	1	544	1	970	1	20892	2	6234	21		1	4387			42	20			41	21			76	76			"5aff33bae55f90000139f664"							1	30	32	2	8	6	21	22	11	5	43	21	7						208		2020-07-27 11:21:58	F	F	13	13	0	0	1.02	18
226			"base"	"interview"	2020-07-27 11:18:31	3	9	"5b350f2aa8327d0001005a72"	"Forced1Forced1Forced4Forced2Forced1Forced1Forced2Forced3Forced3Forced1Forced1Forced2Forced1Forced1Forced1Forced3DV"	1	3177	1	1289	1	11061	1	1420	1	1413	1	2114	1	1462	1	2130	1	739	1	4347	1	628	1	804	1	699	1	534	1	552	1	10088	1	8358	2	3660	30	80	1	3155	2	5782	74	20			68	59	23	68	-9	89	74	69	"5b350f2aa8327d0001005a72"	12	1	2	4	"Spaniard"	"Spanish"	2	55	2	21	6	16	12	9	10	4	18	31	4	6	7	9	8	16	234		2020-07-27 11:22:25	T	F	18	18	3	2	1.22	33
227			"base"	"interview"	2020-07-27 11:18:32	2	39	"5ea8a9965789a42f84ee7574"	"Forced1Forced3Forced3Forced3Forced1Forced4Forced3Forced3Forced4Forced3Forced2Forced1Forced3Forced3Forced3Forced4DV"	1	3703	1	1858	1	1599	1	955	1	818	1	2749	1	805	1	921	1	763	1	794	1	860	1	686	1	877	1	656	1	596	1	517	1	2386	2	5727	31	76	1	2614	2	4211			29	71	61	31	21	61	21	11	46	31	"5ea8a9965789a42f84ee7574"	2	1	2	2	"Estonia"	"Estonian"	2	22	3	6	2	15	6	6	13	5	40	19	3	4	3	16	9	13	185		2020-07-27 11:21:37	T	F	18	18	0	0	1.5	39
228			"base"	"interview"	2020-07-27 11:18:32	2	32	"5ed536a18662cb0a04323f87"	"Forced4Forced3Forced4Forced2Forced4Forced4Forced4Forced4Forced4Forced2Forced2Forced4Forced3Forced4Forced3Forced1DV"	1	4333	1	6749	1	1318	1	1843	1	1215	1	952	1	532	1	490	1	1032	1	662	1	576	1	355	1	502	1	500	1	525	1	1669	2	5220	2	978	101	35	2	3003	2	4544	-9	98			30	97	-9	100	17	98	-9	88	"5ed536a18662cb0a04323f87"	4	2	2	3	"Portugal"	"Portuguese"	1	8	1	3	4	10	16	5	4	4	11	4	1	8	5	8	5	14	111		2020-07-27 11:20:24	T	F	18	18	8	7	2.12	89
229			"base"	"interview"	2020-07-27 11:18:33	2	31	"5dcc2d5812983b000a171f75"	"Forced4Forced4Forced3Forced3Forced3Forced3Forced3Forced1Forced3Forced1Forced3Forced2Forced1Forced3Forced4Forced3DV"	1	7358	1	2640	1	3956	1	1971	1	2567	1	1643	1	2063	1	3183	1	2240	1	1829	1	1894	1	3297	1	1934	1	1672	1	3001	1	1683	1	7344	2	4825	44	66	1	7132	1	6290	83	73			76	83	60	67	52	53	53	52	"5dcc2d5812983b000a171f75"	6	2	2	5	"Portuguese"	"Portuguese"	1	23	22	9	4	25	15	8	10	8	33	13	6	8	7	24	11	22	248		2020-07-27 11:22:41	T	F	18	18	0	0	0.97	5
230			"base"	"interview"	2020-07-27 11:18:33	2	30	"5d5c6bd32b504d0001d3bea1"	"Forced4Forced3Forced2Forced2Forced2Forced1Forced2Forced4Forced2Forced2Forced1Forced4Forced2Forced1Forced2Forced2DV"	1	1927	1	3514	1	2592	1	751	1	753	1	1631	1	439	1	1235	1	551	1	850	1	658	1	1014	1	1003	1	629	1	602	1	656	1	4752																					"5d5c6bd32b504d0001d3bea1"							1	20	2	4	14	4	7	6											57		2020-07-27 11:19:30	F	F	8	8	0	0	1.76	76
231			"base"	"interview"	2020-07-27 11:18:35	2	59	"5e07bafe783225126d1bbaa2"	"Forced1Forced3Forced4Forced3Forced3Forced3Forced1Forced3Forced3Forced3Forced3Forced2Forced3Forced4Forced4Forced1DV"	1	6863	1	2310	1	2369	1	2204	1	1858	1	2028	1	1979	1	1610	1	2303	1	1083	1	869	1	1812	1	1327	1	1470	1	908	1	1523	1	7840	2	12537	21	50	1	6217	1	4838			10	78	61	28	11	41	45	59	50	64	"5e07bafe783225126d1bbaa2"	16	1	2	4	"British"	"British"	1	10	3	13	3	20	7	13	10	5	34	10	9	8	7	11	12	13	188		2020-07-27 11:21:43	T	F	18	18	0	0	1.36	30
232			"base"	"interview"	2020-07-27 11:18:35	2	10	"5f19881dc333fb000af40ddf"	"Forced2Forced1Forced1Forced4Forced2Forced4Forced2Forced2Forced2Forced3Forced2Forced2Forced4Forced2Forced2Forced1DV"	1	5387	1	2435	1	996	1	1851	1	1640	1	1261	1	950	1	1040	1	797	1	1768	1	1065	1	984	1	1388	1	982	1	1431	1	1035	1	7234	2	9708	43	60	1	4040	2	4005	48	46			77	81	81	74	89	90	87	79	"5f19881dc333fb000af40ddf"	1	1	1	3	"Latvian"	"Latvian"	1	19	12	7	20	3	6	7	17	5	18	17	10	13	4	14	12	21	205		2020-07-27 11:22:00	T	F	18	18	0	0	1.21	17
233			"base"	"interview"	2020-07-27 11:18:38	3	42	"5722578701ed33000838ba6d"	"Forced2Forced1Forced2Forced4Forced1Forced2Forced2Forced2Forced4Forced1Forced2Forced3Forced2Forced2Forced4Forced2DV"	1	10686	1	4977	1	1703	1	2367	1	4580	1	1405	1	894	1	657	1	935	1	1183	1	934	1	1823	1	1049	1	812	1	4782	1	1047	1	3111	2	7413	30	52	1	3695	2	3353			90	33	13	24	49	14	7	8	16	11	"5722578701ed33000838ba6d"	31	2	2	3	"British"	"English"	2	22	13	12	24	2	11	8	6	4	13	7	4	5	4	13	7	57	175		2020-07-27 11:22:10	T	F	18	18	0	0	1.41	30
234			"base"	"interview"	2020-07-27 11:18:38	3	59	"5beac51129a0d600015d63d3"	"Forced2Forced4Forced3Forced4Forced3Forced3Forced3Forced1Forced3Forced3Forced1Forced3Forced3Forced4Forced3Forced1DV"	1	3724	1	2277	1	2522	1	3389	1	2294	1	1826	1	2657	1	4731	1	3144	1	1030	1	3635	1	1761	1	3635	1	3029	1	860	1	1366	1	12660	2	21618	50	52	1	7066	2	16945			81	21	76	91	77	51	76	100	97	91	"5beac51129a0d600015d63d3"	18	1	2	4	"Portuguese"	"Portuguese"	2	116	40	11	5	27	10	22	25	17	83	17	13	13	8	26	14	32	322		2020-07-27 11:26:37	T	F	18	18	0	0	0.63	2
235			"base"	"interview"	2020-07-27 11:18:47	3	1	"5ef3474166f43e064c1358b3"	"Forced1Forced3Forced3Forced3Forced1Forced1Forced1Forced1Forced2Forced2Forced2Forced1Forced1Forced1Forced1Forced4DV"	1	32953	1	20442	1	7126	1	4293	1	2639	1	1289	1	2128	1	1054	1	20931	1	1813	1	1265	1	1688	1	1291	1	1073	1	1421	1	24226	1	29079	2	7416	15	96	1	4326	2	8001	100	2			9	1	1	100	99	97	98	100	"5ef3474166f43e064c1358b3"	13	1	2	5	"American"	"English"	2	177	26	67	32	40	26	39	35	7	51	15	12	18	9	21	29	30	319		2020-07-27 11:29:21	T	F	18	18	0	0	0.48	0
236			"base"	"interview"	2020-07-27 11:20:39	3	6	"55c33cbafdf99b2358302726"	"Forced3Forced1Forced2Forced2Forced4Forced2Forced2Forced2Forced2Forced4Forced2Forced4Forced2Forced2Forced1Forced1DV"	1	7005	1	3439	1	4503	1	1669	1	3423	1	2040	1	1123	1	1217	1	877	1	2205	1	1489	1	1693	1	1599	1	1245	1	1696	1	877	1	5356	2	2673	35	75	1	3382	2	4226	67	41			39	18	25	49	66	81	41	41	"55c33cbafdf99b2358302726"	2	1	2	3	"Swedish"	"Swedish"	1	15	14	9	22	8	10	6	10	4	28	19	3	7	5	28	8	23	219		2020-07-27 11:24:18	T	F	18	18	0	0	1.14	12
237			"base"	"interview"	2020-07-27 11:22:31	3	43	"5f11600f115f134e6abb17dd"	"Forced3Forced3Forced3Forced2Forced4Forced3Forced3Forced3Forced1Forced3Forced3Forced4Forced4Forced1Forced3Forced1DV"	1	13024	1	2349	1	3583	1	2818	1	3179	1	12297	1	67353	1	1108	1	1202	1	2370	1	689	1	12884	1	3477	1	1603	1	1032	1	684	2	2897	1	25358	80	36	2	4182	1	14345			84	29	32	81	75	57	55	46	50	56	"5f11600f115f134e6abb17dd"	20	2	2	5	"Portuguese"	"Portuguese"	2	69	588	7	4	113	21	26	30	15	42	27	3	14	5	80	48	31	304		2020-07-27 11:41:14	T	F	18	18	0	0	0.67	7
238			"base"	"interview"	2020-07-27 11:36:26	3	23	"5d5c6bd32b504d0001d3bea1"	"Forced3Forced3Forced4Forced3Forced1Forced4Forced3Forced3Forced3Forced2Forced1Forced3Forced4Forced3Forced1Forced3DV"	1	654	1	584	1	516	1	371	1	757	1	716	1	608	1	450	1	411	1	744	1	472	1	590	1	540	1	513	1	637	1	682	2	2248	1	2884	68	22	2	2974	1	4037	34	69			51	67	85	34	36	38	44	50	"5d5c6bd32b504d0001d3bea1"	21	2	2	2	"portuguese"	"portuguese"	1	5	2	3	1	10	5	3	6	4	14	9	3	5	5	16	13	13	117		2020-07-27 11:38:25	T	F	18	18	0	0	1.93	88
